sicle,k,up_asset,binance_asset,Using_asset,step_1_1_up_krw_asset,step_1_1_bin_fu_usdt_asset,rest_step_1_1_up_krw_asset,rest_step_1_1_bin_fu_usdt_asset,x1,y1,Usdt_1,sym_name_a,future_leverage,point_of_buy_UP_ticker_1,point_of_buy_UP_amount_1,point_of_buy_bin_fu_ticker_1,point_of_buy_bin_fu_amount_1,second_using_asset,step_1_2_bin_spot_usdt_asset,step_1_2_bin_fu_usdt_asset,x2,y2,Usdt_2,업=>바 손해액 ((x2 + y2)*Usdt_2) - ((x1+y1)*Usdt_1),sym_name_b,step_2_1_bin_spot_usdt_asset,step_2_1_bin_fu_usdt_asset,rest_step_2_1_bin_spot_usdt_asset,rest_step_2_1_bin_fu_usdt_asset,x3,y3,Usdt_3,point_of_buy_bin_spot_ticker_2,point_of_buy_bin_spot_amount_2,point_of_buy_bin_fu_ticker_2,point_of_buy_bin_fu_amount_2,step_2_2_up_krw_asset,step_2_2_bin_fu_usdt_asset,x4,y4,Usdt_4,total_before,total_after,date,want_premium_step_1_1,want_premium_step_2_1
0,0,200000,61.8103841687605,274666.9440758627,199844.87249675,54.84583260000001,155.12750324999797,6.964551568760491,199740.0004544199,74112.71823008743,1208.0,EOS,5.008083923025962,2725.0000062437134,73.30093991,2.245,73.2,275332.8649752659,164.32071480000002,54.86082395999999,198414.77970459944,74209.97375856286,1207.5,-1619694.3641163707,IOST,188.24009,31.606442,0.26569879,6.0338595,232593.13462867,46434.6625236844,1237.0,0.02183,8614.377,0.021804,8622.0,235908.41017910998,29.734575429999992,236079.3748575394,44202.189263328226,1236.0,274666.9440758627,280601.72696028,2022Y_3M_8D_16h_42m_24s,0.01,0.0125
0,1,200000,61.8103841687605,274666.9440758627,199714.80749831,54.88662436,285.1925016900059,6.923759808760501,199613.99962807,74259.68180116898,1208.0,IOTA,5.008081941472855,968.9999982027275,206.00103288,0.7997079650316,205.9,275639.1328468659,164.9027322,54.57115304,199120.0491298123,73958.48251256671,1207.5,-1097080.2083480358,WAVES,188.7088,31.354993980000003,0.0066616900000000005,6.32718932,232901.60691440004,46277.072681410755,1237.0,24.07,7.83216,24.02,7.8,231921.2521646,34.12347606,231842.1384085803,49795.34578569768,1236.0,274666.9440758627,282211.70092481,2022Y_3M_8D_16h_42m_24s,0.01,0.0125
